hotel,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,arrival_date_num,stay_type,is_canceled
Resort Hotel,46,March,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,375.0,0.0,0,Transient-Party,0.0,0,0,0,1.0,3,Short Stay,0
City Hotel,54,November,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,57.93,0,1,3,2.0,11,Short Stay,0
Resort Hotel,231,September,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,96.0,0.0,0,Transient,57.6,0,0,3,2.0,9,Short Stay,1
Resort Hotel,160,April,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,85.2,1,1,3,2.0,4,Short Stay,0
City Hotel,61,September,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,1,4,1.0,9,Medium Stay,0
Resort Hotel,89,May,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,115.0,0,2,8,2.0,5,Long Stay,1
City Hotel,175,May,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,44.0,0.0,0,Transient,90.0,0,0,1,1.0,5,Short Stay,1
City Hotel,43,October,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,96.3,0,3,3,2.0,10,Short Stay,0
City Hotel,35,September,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,137.34,0,2,5,2.0,9,Medium Stay,0
City Hotel,121,July,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.95,0,0,4,2.0,7,Medium Stay,1
City Hotel,84,May,0,3,2,1.0,0,BB,PRT,Direct,Direct,1,0,2,A,0,No Deposit,0.0,0.0,0,Transient,114.0,0,2,3,3.0,5,Short Stay,0
Resort Hotel,158,February,1,2,1,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,4,No Deposit,240.0,0.0,0,Transient-Party,106.0,0,0,3,2.0,2,Short Stay,0
City Hotel,279,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Contract,62.0,0,0,2,2.0,7,Short Stay,1
City Hotel,118,June,1,3,1,0.0,0,BB,RUS,Offline TA/TO,Corporate,0,0,0,A,1,No Deposit,191.0,0.0,0,Transient-Party,110.0,0,0,4,1.0,6,Medium Stay,0
City Hotel,159,August,1,3,1,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,121.5,0,0,4,1.0,8,Medium Stay,1
City Hotel,97,July,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,Non Refund,87.0,0.0,0,Transient,140.0,0,0,1,2.0,7,Short Stay,1
City Hotel,2,April,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,170.0,0,1,3,1.0,4,Short Stay,0
Resort Hotel,205,June,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,72.0,0,1,7,2.0,6,Medium Stay,1
Resort Hotel,214,October,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,208.0,0.0,0,Transient,34.0,0,0,2,2.0,10,Short Stay,1
City Hotel,161,August,2,6,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,97.75,0,1,8,2.0,8,Long Stay,1
City Hotel,108,March,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,4,2.0,3,Medium Stay,0
City Hotel,119,June,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,5,2.0,6,Medium Stay,0
Resort Hotel,225,May,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,298.0,0.0,0,Transient-Party,85.0,0,0,2,2.0,5,Short Stay,0
Resort Hotel,3,December,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,54.0,1,1,1,2.0,12,Short Stay,0
Resort Hotel,0,February,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,43.0,0,1,3,1.0,2,Short Stay,0
Resort Hotel,83,March,2,2,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,314.0,0.0,0,Transient,43.2,0,0,4,3.0,3,Medium Stay,0
City Hotel,66,June,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,0,3,2.0,6,Short Stay,1
City Hotel,27,June,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,191.0,0.0,0,Transient-Party,120.0,0,0,1,2.0,6,Short Stay,1
City Hotel,1,March,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,1,2,2.0,3,Short Stay,0
Resort Hotel,37,July,1,3,2,2.0,0,BB,ARE,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,259.0,0,0,4,4.0,7,Medium Stay,1
Resort Hotel,12,July,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,126.0,0,0,1,2.0,7,Short Stay,1
City Hotel,335,October,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56.0,0.0,0,Transient-Party,80.0,0,0,3,1.0,10,Short Stay,0
Resort Hotel,9,February,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,94.0,0,Transient,27.0,0,0,1,1.0,2,Short Stay,0
City Hotel,289,October,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,0,Transient-Party,67.0,0,0,1,2.0,10,Short Stay,0
City Hotel,5,October,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,190.0,0,2,2,2.0,10,Short Stay,0
City Hotel,316,May,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,109.8,0,1,2,2.0,5,Short Stay,1
City Hotel,6,January,0,1,2,0.0,0,BB,BFA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,80.3,0,1,1,2.0,1,Short Stay,0
Resort Hotel,59,September,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,106.31,0,2,7,2.0,9,Medium Stay,0
Resort Hotel,0,February,0,2,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient-Party,38.0,0,0,2,1.0,2,Short Stay,0
Resort Hotel,191,February,4,10,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,96.0,0.0,0,Transient,47.0,0,1,14,2.0,2,Long Stay,0
City Hotel,57,August,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,1,2,2.0,8,Short Stay,0
City Hotel,71,February,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,98.6,0,3,4,2.0,2,Medium Stay,0
Resort Hotel,207,October,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,83.0,0,0,4,2.0,10,Medium Stay,1
City Hotel,457,August,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,80.0,0,0,2,2.0,8,Short Stay,1
City Hotel,102,June,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,112.0,0,1,3,2.0,6,Short Stay,1
City Hotel,46,June,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,0,Transient-Party,90.0,0,0,1,2.0,6,Short Stay,1
City Hotel,91,September,1,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,0.0,0,Transient-Party,75.0,0,0,3,1.0,9,Short Stay,0
Resort Hotel,78,January,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,2,3,2.0,1,Short Stay,0
City Hotel,8,May,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,111.35,0,1,1,2.0,5,Short Stay,0
City Hotel,86,May,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,0,Transient,162.0,0,0,3,2.0,5,Short Stay,1
Resort Hotel,112,December,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient-Party,245.33,0,0,3,2.0,12,Short Stay,0
City Hotel,0,June,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,170.0,0,1,1,2.0,6,Short Stay,0
Resort Hotel,215,August,2,5,2,0.0,1,FB,PRT,Direct,Direct,0,0,0,A,2,No Deposit,250.0,0.0,0,Transient-Party,184.54,0,2,7,3.0,8,Medium Stay,0
Resort Hotel,35,May,2,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,0,No Deposit,250.0,0.0,0,Transient,124.5,0,0,4,4.0,5,Medium Stay,1
City Hotel,99,July,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,121.5,0,0,1,3.0,7,Short Stay,1
City Hotel,211,August,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,16.0,0.0,0,Transient,80.1,0,0,3,2.0,8,Short Stay,0
Resort Hotel,103,August,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,154.0,0,2,2,2.0,8,Short Stay,0
Resort Hotel,23,August,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,219.0,0,0,3,2.0,8,Short Stay,1
Resort Hotel,20,August,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,0,Contract,137.0,0,0,7,2.0,8,Medium Stay,0
Resort Hotel,6,November,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0.0,94.0,0,Transient,30.0,1,0,1,1.0,11,Short Stay,0
City Hotel,14,March,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,1,E,0,No Deposit,9.0,0.0,0,Group,198.0,0,1,1,2.0,3,Short Stay,0
Resort Hotel,15,April,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,71.0,0,0,3,2.0,4,Short Stay,1
City Hotel,18,February,2,1,1,0.0,0,HB,EGY,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,145.0,0,1,3,1.0,2,Short Stay,0
City Hotel,49,February,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,95.4,0,1,3,2.0,2,Short Stay,0
Resort Hotel,0,January,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,1,No Deposit,0.0,110.0,0,Transient,38.0,0,0,2,2.0,1,Short Stay,0
City Hotel,1,January,0,1,1,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient,90.0,0,0,1,1.0,1,Short Stay,1
City Hotel,43,January,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Transient,98.0,0,0,5,2.0,1,Medium Stay,1
Resort Hotel,99,June,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,133.0,0,1,5,2.0,6,Medium Stay,0
City Hotel,92,October,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,0.0,58,Transient-Party,70.0,0,0,4,2.0,10,Medium Stay,0
City Hotel,140,April,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,119.0,0.0,0,Transient-Party,130.0,0,0,4,2.0,4,Medium Stay,1
City Hotel,124,May,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,1,6,2.0,5,Medium Stay,0
City Hotel,39,April,2,3,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,138.06,0,1,5,3.0,4,Medium Stay,1
Resort Hotel,33,November,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,1,No Deposit,240.0,0.0,0,Transient,37.8,0,1,2,1.0,11,Short Stay,1
City Hotel,68,May,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,0,Transient,198.0,0,2,2,2.0,5,Short Stay,0
City Hotel,86,July,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,118.8,0,0,4,2.0,7,Medium Stay,1
Resort Hotel,0,June,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,121.5,0,3,1,1.0,6,Short Stay,0
Resort Hotel,0,June,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,106.85,0,0,4,2.0,6,Medium Stay,0
Resort Hotel,2,April,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,77.0,0,2,5,2.0,4,Medium Stay,0
City Hotel,0,August,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,138.0,0,0,1,2.0,8,Short Stay,0
Resort Hotel,87,January,2,1,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241.0,0.0,0,Transient,51.89,0,1,3,2.0,1,Short Stay,0
Resort Hotel,111,August,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,40.0,0.0,0,Contract,148.0,0,0,7,2.0,8,Medium Stay,0
City Hotel,72,October,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37.0,0.0,58,Transient-Party,85.67,0,1,3,2.0,10,Short Stay,0
City Hotel,32,July,0,3,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,168.3,0,1,3,3.0,7,Short Stay,0
Resort Hotel,2,February,1,0,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,92.0,0,1,1,2.0,2,Short Stay,1
Resort Hotel,0,December,1,3,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,1,No Deposit,0.0,110.0,0,Transient,40.0,0,1,4,1.0,12,Medium Stay,0
City Hotel,21,September,1,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,234.0,0,0,4,4.0,9,Medium Stay,1
City Hotel,1,May,0,1,1,0.0,0,SC,ITA,Online TA,TA/TO,1,0,1,A,0,No Deposit,9.0,0.0,0,Transient,129.0,0,0,1,1.0,5,Short Stay,0
City Hotel,3,November,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,85.0,0.0,0,Transient,64.0,0,0,3,2.0,11,Short Stay,1
City Hotel,68,December,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,28.0,0.0,0,Transient,60.0,0,0,4,2.0,12,Medium Stay,0
City Hotel,130,May,1,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,105.3,0,0,2,2.0,5,Short Stay,1
City Hotel,117,April,0,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,135.0,0,1,2,2.0,4,Short Stay,0
City Hotel,2,May,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient,139.0,0,0,1,2.0,5,Short Stay,0
City Hotel,140,July,1,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,0,No Deposit,9.0,0.0,0,Transient,88.77,0,1,2,4.0,7,Short Stay,0
Resort Hotel,183,April,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,298.0,0.0,0,Transient-Party,54.5,0,0,2,1.0,4,Short Stay,0
Resort Hotel,302,May,0,4,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient-Party,81.0,0,0,4,2.0,5,Medium Stay,0
City Hotel,179,August,1,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient-Party,137.7,0,0,1,3.0,8,Short Stay,0
Resort Hotel,273,May,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,40.0,0.0,0,Transient,64.1,0,0,14,2.0,5,Long Stay,0
City Hotel,184,August,0,3,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,1,No Deposit,9.0,0.0,0,Transient,173.7,0,0,3,3.0,8,Short Stay,1
City Hotel,8,April,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,180.0,0,1,3,2.0,4,Short Stay,0
Resort Hotel,28,July,2,5,2,1.0,0,FB,PRT,Direct,Direct,0,0,0,F,0,No Deposit,0.0,0.0,0,Transient,240.64,0,0,7,3.0,7,Medium Stay,1
City Hotel,103,July,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,17.0,0.0,0,Transient-Party,94.5,0,0,3,2.0,7,Short Stay,1
City Hotel,34,November,2,5,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,2,7,1.0,11,Medium Stay,1
City Hotel,0,December,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,91.67,0,0,3,2.0,12,Short Stay,0
City Hotel,71,April,2,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,168.0,0.0,0,Transient,121.1,0,1,5,2.0,4,Medium Stay,1
Resort Hotel,0,March,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,60.0,0,0,3,1.0,3,Short Stay,0
City Hotel,111,October,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,234.0,0.0,0,Transient-Party,120.0,0,0,1,1.0,10,Short Stay,1
Resort Hotel,207,September,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,208.0,0.0,0,Transient-Party,74.0,0,0,2,2.0,9,Short Stay,0
City Hotel,31,March,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,3,2.0,3,Short Stay,0
City Hotel,4,February,1,2,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,138.0,0.0,0,Transient,76.8,0,0,3,2.0,2,Short Stay,0
City Hotel,87,October,2,1,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,22.0,0.0,0,Transient,105.4,0,0,3,3.0,10,Short Stay,0
Resort Hotel,0,February,0,1,1,0.0,0,BB,NLD,Corporate,Corporate,1,0,0,A,2,No Deposit,0.0,22.0,0,Transient,30.0,1,0,1,1.0,2,Short Stay,0
Resort Hotel,36,November,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,38.0,0.0,0,Transient-Party,64.0,0,0,2,2.0,11,Short Stay,0
Resort Hotel,86,February,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,0.0,0.0,0,Transient,50.0,0,0,2,2.0,2,Short Stay,1
City Hotel,43,June,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,83.85,0,2,1,2.0,6,Short Stay,0
City Hotel,16,March,0,1,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,93.0,0,0,1,1.0,3,Short Stay,0
City Hotel,503,November,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,2,2.0,11,Short Stay,1
Resort Hotel,105,July,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,4,2.0,7,Medium Stay,1
City Hotel,48,February,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,65.0,0,1,2,1.0,2,Short Stay,0
City Hotel,4,June,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,2,1,2.0,6,Short Stay,0
City Hotel,101,August,2,6,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,8,2.0,8,Long Stay,1
Resort Hotel,72,May,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251.0,0.0,0,Transient,59.0,0,0,1,2.0,5,Short Stay,0
Resort Hotel,18,February,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,242.0,0.0,0,Transient,56.0,0,1,1,2.0,2,Short Stay,0
Resort Hotel,40,August,1,3,1,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,242.0,0.0,0,Transient,311.5,0,1,4,3.0,8,Medium Stay,1
Resort Hotel,72,February,2,1,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,D,0,No Deposit,0.0,0.0,0,Transient-Party,73.33,0,0,3,2.0,2,Short Stay,0
Resort Hotel,9,February,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,3,2.0,2,Short Stay,0
Resort Hotel,10,April,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,103.33,0,2,3,2.0,4,Short Stay,0
Resort Hotel,4,July,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,0,No Deposit,314.0,0.0,0,Transient,151.2,0,1,1,1.0,7,Short Stay,0
City Hotel,84,June,1,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,4,2.0,6,Medium Stay,0
City Hotel,51,September,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,0,3,2.0,9,Short Stay,1
City Hotel,538,December,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,2,2.0,12,Short Stay,1
City Hotel,0,January,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,2,No Deposit,0.0,0.0,0,Transient-Party,80.0,0,0,1,1.0,1,Short Stay,0
City Hotel,37,June,2,2,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,89.0,0,0,4,2.0,6,Medium Stay,0
City Hotel,222,May,2,0,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,122.66,0,1,2,2.0,5,Short Stay,0
City Hotel,377,October,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,115.0,0,1,2,2.0,10,Short Stay,0
City Hotel,426,September,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,9,Short Stay,1
Resort Hotel,20,November,2,5,1,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,95.91,0,0,7,1.0,11,Medium Stay,1
Resort Hotel,194,June,4,13,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient,93.0,0,2,17,2.0,6,Long Stay,0
City Hotel,3,October,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,0,Transient,128.0,0,0,4,2.0,10,Medium Stay,0
City Hotel,132,July,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,1,2.0,7,Short Stay,0
City Hotel,16,December,1,3,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,91.8,0,0,4,2.0,12,Medium Stay,1
Resort Hotel,113,August,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,105.0,0.0,0,Transient-Party,154.38,0,1,7,2.0,8,Medium Stay,1
Resort Hotel,25,February,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,29.0,0,0,2,2.0,2,Short Stay,0
Resort Hotel,3,January,0,0,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,0.0,0,0,0,1.0,1,Short Stay,0
